train_loss,epoch,step,validation_loss,test_loss
0.012090758420526981,113,11349,,
0.039152320474386215,113,11399,,
,113,11399,0.1087002083659172,
0.008446203544735909,114,11449,,
0.19403280317783356,114,11499,,
,114,11499,0.10802369564771652,
0.01614316739141941,115,11549,,
0.039221569895744324,115,11599,,
,115,11599,0.09793224185705185,
0.029162434861063957,116,11649,,
0.054886139929294586,116,11699,,
,116,11699,0.09752289950847626,
0.17950454354286194,117,11749,,
0.11291718482971191,117,11799,,
,117,11799,0.1002093106508255,
0.061263855546712875,118,11849,,
0.0036225307267159224,118,11899,,
,118,11899,0.10535627603530884,
0.1911638379096985,119,11949,,
0.02321012318134308,119,11999,,
,119,11999,0.10009618103504181,
0.0661848783493042,120,12049,,
0.03210880234837532,120,12099,,
,120,12099,0.10382287949323654,
0.0499097965657711,121,12149,,
0.009161639958620071,121,12199,,
,121,12199,0.10917850583791733,
0.051213569939136505,122,12249,,
0.022051682695746422,122,12299,,
,122,12299,0.10046161711215973,
0.05684110149741173,123,12349,,
0.004474046174436808,123,12399,,
,123,12399,0.10704690963029861,
0.036747049540281296,124,12449,,
0.038647446781396866,124,12499,,
,124,12499,0.10085131973028183,
0.06479217857122421,125,12549,,
0.18141716718673706,125,12599,,
,125,12599,0.10198219865560532,
0.0863107219338417,126,12649,,
0.09442257881164551,126,12699,,
,126,12699,0.10873839259147644,
0.07144001871347427,127,12749,,
0.015042201615869999,127,12799,,
,127,12799,0.10573482513427734,
0.11042125523090363,128,12849,,
0.29686716198921204,128,12899,,
,128,12899,0.10521745681762695,
0.035298045724630356,129,12949,,
0.028903402388095856,129,12999,,
,129,12999,0.10157914459705353,
0.012907021678984165,130,13049,,
0.007407754193991423,130,13099,,
,130,13099,0.09788456559181213,
0.05664873495697975,131,13149,,
0.0032092768233269453,131,13199,,
,131,13199,0.10392840206623077,
0.0833301767706871,132,13249,,
0.17648954689502716,132,13299,,
,132,13299,0.10365910828113556,
0.08034981042146683,133,13349,,
0.03837216645479202,133,13399,,
,133,13399,0.09606564044952393,
0.042300838977098465,134,13449,,
0.011672834865748882,134,13499,,
,134,13499,0.10169818252325058,
0.02059413120150566,135,13549,,
0.08317011594772339,135,13599,,
,135,13599,0.09891248494386673,
0.013795391656458378,136,13649,,
0.02011445164680481,136,13699,,
,136,13699,0.09896572679281235,
0.020206457003951073,137,13749,,
0.005295775830745697,137,13799,,
,137,13799,0.0989588275551796,
0.014272046275436878,138,13849,,
0.03683966398239136,138,13899,,
,138,13899,0.09926863759756088,
0.1700281947851181,139,13949,,
0.17869362235069275,139,13999,,
,139,13999,0.11563269048929214,
0.06325139850378036,140,14049,,
0.007398723158985376,140,14099,,
,140,14099,0.10478445142507553,
0.20735765993595123,141,14149,,
0.013676999136805534,141,14199,,
,141,14199,0.10116467624902725,
0.006277859676629305,142,14249,,
0.1400575488805771,142,14299,,
,142,14299,0.10175685584545135,
0.01432199589908123,143,14349,,
0.08198772370815277,143,14399,,
,143,14399,0.10323089361190796,
0.04562678560614586,144,14449,,
0.03659127280116081,144,14499,,
,144,14499,0.09470459073781967,
0.2996837794780731,145,14549,,
0.14983437955379486,145,14599,,
,145,14599,0.09901011735200882,
0.05293947458267212,146,14649,,
0.02341208979487419,146,14699,,
,146,14699,0.09593070298433304,
0.030794445425271988,147,14749,,
0.01137935183942318,147,14799,,
,147,14799,0.09732870012521744,
0.07926736772060394,148,14849,,
0.08192901313304901,148,14899,,
,148,14899,0.09641101956367493,
0.0327533595263958,149,14949,,
0.05429232493042946,149,14999,,
,149,14999,0.09664341807365417,
0.046978794038295746,150,15049,,
0.010557947680354118,150,15099,,
,150,15099,0.1004830002784729,
0.1357593685388565,151,15149,,
0.015094275586307049,151,15199,,
,151,15199,0.10015352070331573,
0.044926874339580536,152,15249,,
0.03994216024875641,152,15299,,
,152,15299,0.10329970717430115,
0.020733514800667763,153,15349,,
0.028061779215931892,153,15399,,
,153,15399,0.09477271139621735,
0.012722395360469818,154,15449,,
0.03800777718424797,154,15499,,
,154,15499,0.09708527475595474,
0.0033113977406173944,155,15549,,
0.02785741537809372,155,15599,,
,155,15599,0.10132886469364166,
0.009081165306270123,156,15649,,
0.03751692175865173,156,15699,,
,156,15699,0.09984488785266876,
0.12912209331989288,157,15749,,
0.03979794308543205,157,15799,,
,157,15799,0.1110595092177391,
0.0029627515468746424,158,15849,,
0.03293169289827347,158,15899,,
,158,15899,0.09862512350082397,
0.28490039706230164,159,15949,,
0.010584563948214054,159,15999,,
,159,15999,0.10055508464574814,
0.01821405068039894,160,16049,,
0.03271814063191414,160,16099,,
,160,16099,0.10228545218706131,
0.01052012387663126,161,16149,,
0.023883260786533356,161,16199,,
,161,16199,0.09971775859594345,
0.06344626843929291,162,16249,,
0.034024473279714584,162,16299,,
,162,16299,0.10058162361383438,
0.062218401581048965,163,16349,,
0.06292809545993805,163,16399,,
,163,16399,0.1016698032617569,
0.029508933424949646,164,16449,,
0.0008140905993059278,164,16499,,
,164,16499,0.10387414693832397,
0.012926370836794376,165,16549,,
0.06384322792291641,165,16599,,
,165,16599,0.09858104586601257,
0.02519278973340988,166,16649,,
0.028099069371819496,166,16699,,
,166,16699,0.09668559581041336,
0.008000291883945465,167,16749,,
0.004559413995593786,167,16799,,
,167,16799,0.0951264351606369,
0.0016394550912082195,168,16849,,
0.052681051194667816,168,16899,,
,168,16899,0.09863592684268951,
0.02834731712937355,169,16949,,
0.0651547983288765,169,16999,,
,169,16999,0.09403574466705322,
0.0020972175989300013,170,17049,,
0.04401849955320358,170,17099,,
,170,17099,0.09691817313432693,
0.051454514265060425,171,17149,,
0.02264794148504734,171,17199,,
,171,17199,0.1005144938826561,
0.006717673037201166,172,17249,,
0.02346576377749443,172,17299,,
,172,17299,0.09922761470079422,
0.03244991600513458,173,17349,,
0.02668771892786026,173,17399,,
,173,17399,0.09810984879732132,
0.03238245099782944,174,17449,,
0.03675570711493492,174,17499,,
,174,17499,0.09205544739961624,
0.00934109278023243,175,17549,,
0.0612291619181633,175,17599,,
,175,17599,0.10127123445272446,
0.01034167967736721,176,17649,,
0.041770707815885544,176,17699,,
,176,17699,0.09741473942995071,
0.22339072823524475,177,17749,,
0.011166863143444061,177,17799,,
,177,17799,0.09686289727687836,
0.024930616840720177,178,17849,,
0.016332805156707764,178,17899,,
,178,17899,0.09764687716960907,
0.15464845299720764,179,17949,,
0.09201593697071075,179,17999,,
,179,17999,0.0966576635837555,
0.005382296163588762,180,18049,,
0.038973014801740646,180,18099,,
,180,18099,0.09792657196521759,
0.1862519234418869,181,18149,,
0.03593361750245094,181,18199,,
,181,18199,0.10340041667222977,
0.007758524268865585,182,18249,,
0.0168929286301136,182,18299,,
,182,18299,0.10144305974245071,
0.023495009168982506,183,18349,,
0.1891734004020691,183,18399,,
,183,18399,0.10094598680734634,
0.03900066018104553,184,18449,,
0.02965760976076126,184,18499,,
,184,18499,0.10196356475353241,
0.011209925636649132,185,18549,,
0.029552537947893143,185,18599,,
,185,18599,0.10142695903778076,
0.04029608890414238,186,18649,,
0.015866504982113838,186,18699,,
,186,18699,0.10224036872386932,
0.00935966894030571,187,18749,,
0.017771733924746513,187,18799,,
,187,18799,0.0986240953207016,
0.024828989058732986,188,18849,,
0.08631906658411026,188,18899,,
,188,18899,0.10727379471063614,
,188,18899,,0.10401308536529541
